"subject" "activitytype" "timebodyacc_mean___x" "timebodyacc_mean___y" "timebodyacc_mean___z" "timebodyacc_std___x" "timebodyacc_std___y" "timebodyacc_std___z" "timegravityacc_mean___x" "timegravityacc_mean___y" "timegravityacc_mean___z" "timegravityacc_std___x" "timegravityacc_std___y" "timegravityacc_std___z" "timebodyaccjerk_mean___x" "timebodyaccjerk_mean___y" "timebodyaccjerk_mean___z" "timebodyaccjerk_std___x" "timebodyaccjerk_std___y" "timebodyaccjerk_std___z" "timebodygyro_mean___x" "timebodygyro_mean___y" "timebodygyro_mean___z" "timebodygyro_std___x" "timebodygyro_std___y" "timebodygyro_std___z" "timebodygyrojerk_mean___x" "timebodygyrojerk_mean___y" "timebodygyrojerk_mean___z" "timebodygyrojerk_std___x" "timebodygyrojerk_std___y" "timebodygyrojerk_std___z" "timebodyaccmag_mean__" "timebodyaccmag_std__" "timegravityaccmag_mean__" "timegravityaccmag_std__" "timebodyaccjerkmag_mean__" "timebodyaccjerkmag_std__" "timebodygyromag_mean__" "timebodygyromag_std__" "timebodygyrojerkmag_mean__" "timebodygyrojerkmag_std__" "frequencybodyacc_mean___x" "frequencybodyacc_mean___y" "frequencybodyacc_mean___z" "frequencybodyacc_std___x" "frequencybodyacc_std___y" "frequencybodyacc_std___z" "frequencybodyacc_meanfreq___x" "frequencybodyacc_meanfreq___y" "frequencybodyacc_meanfreq___z" "frequencybodyaccjerk_mean___x" "frequencybodyaccjerk_mean___y" "frequencybodyaccjerk_mean___z" "frequencybodyaccjerk_std___x" "frequencybodyaccjerk_std___y" "frequencybodyaccjerk_std___z" "frequencybodyaccjerk_meanfreq___x" "frequencybodyaccjerk_meanfreq___y" "frequencybodyaccjerk_meanfreq___z" "frequencybodygyro_mean___x" "frequencybodygyro_mean___y" "frequencybodygyro_mean___z" "frequencybodygyro_std___x" "frequencybodygyro_std___y" "frequencybodygyro_std___z" "frequencybodygyro_meanfreq___x" "frequencybodygyro_meanfreq___y" "frequencybodygyro_meanfreq___z" "frequencybodyaccmag_mean__" "frequencybodyaccmag_std__" "frequencybodyaccmag_meanfreq__" "frequencybodybodyaccjerkmag_mean__" "frequencybodybodyaccjerkmag_std__" "frequencybodybodyaccjerkmag_meanfreq__" "frequencybodybodygyromag_mean__" "frequencybodybodygyromag_std__" "frequencybodybodygyromag_meanfreq__" "frequencybodybodygyrojerkmag_mean__" "frequencybodybodygyrojerkmag_std__" "frequencybodybodygyrojerkmag_meanfreq__" "angle_tbodyaccmean_gravity_" "angle_tbodyaccjerkmean__gravitymean_" "angle_tbodygyromean_gravitymean_" "angle_tbodygyrojerkmean_gravitymean_" "angle_x_gravitymean_" "angle_y_gravitymean_" "angle_z_gravitymean_"
1 "LAYING" 0.248656520140351 -0.0102529170561404 -0.133119570368421 -0.934049422052632 -0.924644826385965 -0.925216100350877 -0.47670987877193 0.956593814210526 0.175867709021053 -0.887746310350877 -0.959161956491228 -0.928130738421053 0.0963481955263158 -0.00114529240245614 0.00328817288070175 -0.966341054736842 -0.933674494385965 -0.959646055263158 -0.0079605026754386 -0.107218315054386 0.179102058245614 -0.955378225087719 -0.943634949473684 -0.939141878596491 -0.111267284631579 -0.0424104289992982 -0.0717774743859649 -0.939611608245614 -0.958628819649123 -0.959579071578947 -0.918878850824561 -0.897326245964912 -0.918878850824561 -0.897326245964912 -0.954750504912281 -0.950341934385965 -0.908980174736842 -0.920914497017544 -0.955645738245614 -0.953157001578947 -0.939114254210526 -0.923706791403509 -0.938044912280702 -0.932462941461404 -0.929711219929825 -0.924004748421053 -0.219729934157895 0.348418746140351 0.161457927833333 -0.967072436842105 -0.936043420175439 -0.954425844736842 -0.968619159473684 -0.935717452807018 -0.963567540877193 0.0114731894070175 -0.0222029460298246 0.0784684032122807 -0.935439769649123 -0.941771544385965 -0.932636612807018 -0.962164978596491 -0.945365097894737 -0.947136774385965 0.102549066280877 0.0236567802333333 0.0445225537614035 -0.91235165222807 -0.905373979824561 0.1446050868 -0.948655471052632 -0.951552664035088 0.182525077889474 -0.930153639473684 -0.928694890175439 0.119317522942105 -0.953695957368421 -0.955504654561404 0.16376531874386 0.0049894390845614 0.032217035422807 0.0859389874070175 -0.0350566811964912 0.593394403508772 -0.874567701929825 -0.106624418668421
1 "SITTING" 0.276778487454545 -0.0145911615290909 -0.110127728709091 -0.980164933636364 -0.923682131090909 -0.925797097090909 0.933692934909091 0.0682628663363636 0.0695219657167273 -0.988872369272727 -0.960875994727273 -0.955475832363636 0.0754721635223636 2.55649800000023e-06 0.00623727782090909 -0.969929476363636 -0.945143686181818 -0.958572952545454 -0.0372442282830909 -0.0899083302550909 0.0854346006181818 -0.957367681818182 -0.944130044727273 -0.939681350909091 -0.0936693524363636 -0.0333986700025455 -0.0465504310978182 -0.943714804727273 -0.961780726363636 -0.958787671272727 -0.949543531272727 -0.931572655636364 -0.949543531272727 -0.931572655636364 -0.962733502 -0.948181827818182 -0.932703812181818 -0.921259472727273 -0.962929227818182 -0.950150571818182 -0.975351454727273 -0.928264365454545 -0.935798115272727 -0.982451284727273 -0.925676956 -0.925768475636364 0.00304695404363636 0.123381829747273 0.0818455300187273 -0.971037479818182 -0.947070821272727 -0.954199785636364 -0.971488767454545 -0.946880042 -0.961636555090909 0.0999400617187273 -0.150934459496364 -0.0913484667963636 -0.939671400545455 -0.943857393090909 -0.934764895454545 -0.963407046545455 -0.944901470363636 -0.947326797818182 0.139409516872727 -0.129239217950909 0.0438103632909091 -0.935750391272727 -0.939547202909091 0.128902046152727 -0.948348653636364 -0.947304700363636 0.171844519818182 -0.929725679272727 -0.929549141636364 0.0461735838090909 -0.952034566 -0.951196693454545 0.121846501998182 0.00232762371945455 -0.0238156430418182 0.0479272445938182 -0.0351476023527273 -0.784772392909091 0.0360512934927273 -0.02782276988
1 "STANDING" 0.280724723962264 -0.0176246796679245 -0.113414794622642 -0.98183929490566 -0.921555787735849 -0.92577683509434 0.945318224528302 -0.230653508113208 0.00175947099056604 -0.985292126415094 -0.968636852641509 -0.941066503773585 0.0726413218679245 0.00829285979415094 -0.00581092084396226 -0.974061024716981 -0.948738851320755 -0.966720192641509 -0.029617363054717 -0.0613026427981132 0.0752703939622641 -0.948089954339623 -0.943966407358491 -0.949459213018868 -0.103091982113208 -0.0412988104716981 -0.0492778172603774 -0.945923844528302 -0.962556458490566 -0.965503519622641 -0.944813549622642 -0.938677619622642 -0.944813549622642 -0.938677619622642 -0.966918724528302 -0.955916143396226 -0.941791926981132 -0.917028427735849 -0.963590506792453 -0.953405026415094 -0.977432192075472 -0.930309459056604 -0.941491407735849 -0.983998795849057 -0.921593383962264 -0.922904798679245 0.0610645790169811 -0.0759015065056604 0.0644262661886792 -0.974468125283019 -0.951029369056604 -0.962779297169811 -0.976014986415094 -0.949795380188679 -0.969226724528302 0.196076156433962 -0.241589205507547 -0.0479305006226415 -0.931538360566038 -0.944420160377358 -0.94596561509434 -0.953534554150943 -0.944184862075472 -0.955504889811321 -0.0982623628873585 -0.168317095216981 -0.0810520134886792 -0.945352997924528 -0.944087085283019 0.0770747807603774 -0.955574345471698 -0.955362378490566 0.201756381056604 -0.92801483490566 -0.923935825283019 -0.0425855195471698 -0.956244787358491 -0.952976121698113 0.0641364923396226 0.0107537126433962 0.0057675106 0.0763628867735849 0.045999194 -0.760876931320755 0.241126504528302 0.0205871103528302
1 "WALKING" 0.281514450240964 -0.0170239902901205 -0.109679573289157 -0.286753380120482 0.145340785178313 -0.417462809759036 0.954275052409639 -0.227515380240964 0.0142906146385542 -0.978138058192771 -0.967683474337349 -0.95849674939759 0.0779355748759036 0.00579467727590361 0.00231336601927711 -0.132388665679518 0.0266893873819277 -0.565393681686747 -0.039233000163494 -0.0649246848228916 0.0842770867337349 -0.456515275060241 -0.238623852851205 -0.363853584939759 -0.0899697097060241 -0.0376962804638554 -0.0509770348795181 -0.194020527253012 -0.388945927831325 -0.245385452377108 -0.150938068095181 -0.254904415686747 -0.150938068095181 -0.254904415686747 -0.179451160385542 -0.0878699057831325 -0.237122518277108 -0.310238623048193 -0.319204581554217 -0.361392860987952 -0.190784516060241 0.124111410263855 -0.44170412686747 -0.329353861566265 0.0829236874062651 -0.453029826626506 -0.206630278879518 0.0550675187650602 0.122644710371084 -0.156738264649518 -0.0610737255848313 -0.528236235180723 -0.185417354628916 0.053572923073494 -0.601185163975904 -0.180857287538554 -0.441156845903614 -0.156556917782048 -0.267315442775904 -0.264284758009639 -0.220349082816867 -0.519415218674699 -0.230049927727711 -0.479226878433735 0.0803841126561446 0.0102554638325301 0.213312566183133 -0.182690171696386 -0.415821149879518 0.192379759090361 -0.0690259430698795 -0.118587731771084 0.0234591089461446 -0.291138919204819 -0.45029585686747 0.28409214786747 -0.358410380421687 -0.411263390114458 0.132620188283976 -0.0146631968313253 -0.00957702208433735 -0.00447903634939759 -0.0610170368638554 -0.793364621927711 0.239323399036145 0.0118066161579157
1 "WALKING_DOWNSTAIRS" 0.279244097240741 -0.017943074045 -0.107635596314815 0.336410570981481 0.318967139072037 -0.319183130758889 0.930928993518519 -0.215114700925926 -0.00554042643074074 -0.954701460185185 -0.935249523703704 -0.933473750740741 0.0999604920555556 0.0107632870637037 -0.0131385440666667 0.1376268478 0.237549935637037 -0.344203291648148 -0.10627871587037 -0.0305051939685185 0.0878276275001852 -0.22800481162037 -0.188187672203704 -0.108716637346296 -0.0359968722277778 -0.0743729830166667 -0.037356172037037 -0.0172806475537037 -0.204327985055556 0.136415701483333 0.291155881462963 0.332843217685185 0.291155881462963 0.332843217685185 0.076113749 0.179816330444444 -0.00461791319703704 -0.0652251574574074 -0.111909087962963 -0.135420158438148 0.280422969759259 0.30319491447037 -0.283014236555556 0.356425200314815 0.242313285796296 -0.400874251740741 -0.406459148518518 0.0214119465131481 0.303775391092593 0.109873352631481 0.10996101832963 -0.291336350851852 0.0626990121313333 0.29217464372037 -0.395516809296296 -0.307906904685185 -0.472392072777778 -0.0295195069722222 0.0129286869203704 -0.130023917312963 0.12129575507963 -0.309677054468519 -0.233968460462963 -0.281810027833333 -0.0128568213574074 0.138579592909259 0.265103469388889 0.359888380796296 0.107585987814815 0.102865274776852 0.214182345068519 0.125332469509259 0.00623232665185185 -0.0379057145407407 -0.259622415025926 0.240198520314815 -0.153132820175926 -0.173375381922778 0.0484078605857407 -0.0495928638722222 -0.0175715105925926 0.329621778796296 -0.180123206222222 -0.803226256851852 0.233262550925926 0.0256668016509259
1 "WALKING_UPSTAIRS" 0.268852596444444 -0.0285863505435556 -0.126137142066667 -0.0508447973204444 0.181245564082222 -0.380122161755556 0.917496217333333 -0.333442296 -0.0134924283422222 -0.961678006666667 -0.917408601777778 -0.912535195555556 0.0858987365333333 -0.0123491316444444 -0.00609205994888889 -0.183276164777778 -0.0521800341397778 -0.591659657555556 -0.0845204419444444 -0.0517684255393333 0.0655319564328889 -0.341185898355556 -0.3449295014 -0.188264819231111 -0.064972232914 -0.0437300523333333 -0.0544268992448889 -0.220743901935556 -0.515670724888889 -0.177773308247556 0.011639190658 -0.0872803499577778 0.011639190658 -0.0872803499577778 -0.218401367777778 -0.186178272088889 -0.147013459215556 -0.230470472844444 -0.3650846034 -0.47281218 -0.1289220594 0.0918353167977778 -0.460170843333333 -0.0227837018424444 0.150502719706667 -0.386826966888889 -0.445185040984444 -0.0994967043937778 -0.0817219872888889 -0.244595650155556 -0.129284476997778 -0.581024821555556 -0.192767333977778 -0.0318213379266667 -0.601699294666667 -0.4452869568 -0.501444944666667 -0.402385445422222 -0.147675164333333 -0.367900030046667 -0.0532674660022222 -0.405056794222222 -0.336575725111111 -0.313048043333333 -0.0683352978444444 -0.157673599115556 0.00187643498222222 -0.0914916096253333 -0.228300710533333 -0.0160701232377778 -0.182445645851111 -0.198332163867556 -0.04492694274 -0.266456884355556 -0.339454435151111 0.003022291364 -0.489378152444444 -0.489759698888889 0.0390480475773333 0.00158850047333334 -0.0159320200666667 0.181802508888889 -0.102897049946667 -0.687116099333333 0.313277985555556 0.0310953990822222
2 "LAYING" 0.25406196525 -0.0168751060045 -0.10193737195 -0.95138875075 -0.94053125275 -0.95457241375 -0.3721819232 -0.48210505875 0.49874273325 -0.926785855 -0.9697290355 -0.9598605145 0.0831413472 0.002536273355 -0.00819764182625 -0.968500497 -0.9586679265 -0.9728156495 -0.011803500945 -0.135576067975 0.118060784975 -0.96921166675 -0.93598306175 -0.96512456375 -0.099033759225 -0.0331691206275 -0.0570912874225 -0.96811397975 -0.95024827175 -0.9773071585 -0.94661786325 -0.92820584175 -0.94661786325 -0.92820584175 -0.969174447 -0.96153849425 -0.9226357785 -0.925185631 -0.9619932435 -0.950889934 -0.95302435225 -0.942588764 -0.96066698 -0.950812739 -0.9427253505 -0.95450889975 -0.272931957525 0.171436996125 0.231924875825 -0.969258335 -0.959675799 -0.96968043725 -0.97056276175 -0.96055334525 -0.9744710965 -0.01929595198375 -0.06930461853 0.077824682805 -0.959548151 -0.935742826 -0.9608639125 -0.97240616675 -0.936775426 -0.96988540325 0.0136208142775 -0.054980644025 0.028804339565 -0.93706635785 -0.934397151 0.12194588206 -0.961366794 -0.960893028 0.177829289125 -0.9330229775 -0.9332772135 0.1354919671675 -0.9519016275 -0.95286164 0.1654504955975 0.0013324664105 0.0485083532 0.065808857797 0.097266953775 0.51904227675 0.5423251335 -0.36868475525
2 "SITTING" 0.272699841551724 -0.0174237770237931 -0.103329935913793 -0.982365473275862 -0.925924160517241 -0.941670765172414 0.848519930517241 -0.14045909627069 0.197986655189655 -0.97847419362069 -0.95591241362069 -0.951058230689655 0.0777307857241379 0.0152638705896552 -0.00651882680603448 -0.982429653103448 -0.971529576896552 -0.981139945689655 -0.0442422937931034 -0.0609755069310345 0.0772886227068966 -0.980037634137931 -0.967336083275862 -0.955582682586207 -0.0943133223793103 -0.0416937546724138 -0.0520392479648276 -0.982999774827586 -0.984684692586207 -0.983378696724138 -0.954118891206897 -0.942235971724138 -0.954118891206897 -0.942235971724138 -0.980389830862069 -0.97688148137931 -0.937553481206897 -0.952212204310345 -0.986253003448276 -0.982989102068966 -0.981672003793103 -0.942958823103448 -0.956131226034483 -0.982853590172414 -0.922293058896552 -0.938138218965517 -0.0400114739508621 0.01950067415 0.0833596189046983 -0.983005300517241 -0.971852806551724 -0.977957709655172 -0.98343522862069 -0.973280728965517 -0.983020283448276 0.14238812665069 -0.077739714392931 0.0105522756155172 -0.975726954137931 -0.971308324827586 -0.961954688275862 -0.981487575689655 -0.965528730517241 -0.957721429310345 0.08390337625 -0.0903843508224138 -0.13065087212931 -0.953628098448276 -0.944992104310345 0.0932776023362069 -0.97709111362069 -0.975574161724138 0.25962675775 -0.965018683793103 -0.952534706724138 -0.0583093987206897 -0.98378413637931 -0.982925250862069 0.236401235898103 0.00339415927067242 0.0128876887603448 0.0342677134241379 -0.0122492364296552 -0.655416817586207 0.182972083896552 -0.118760229617241
2 "STANDING" 0.276464439230769 -0.0149524175 -0.106676546596154 -0.985669270961538 -0.946091023653846 -0.9399934575 0.951516250961538 -0.0676277658461538 -0.0187576700980769 -0.990751944615385 -0.978633820576923 -0.953040558846154 0.0755669748076923 0.0135267298425 -0.00659586540884615 -0.976709213076923 -0.963557781538461 -0.9785510275 -0.0216806679146154 -0.0912523519038462 0.0983478384423077 -0.929524616153846 -0.960261875769231 -0.966266039615385 -0.104465373211538 -0.0416138952596154 -0.0556765803846154 -0.96279666 -0.978449334807692 -0.980358471923077 -0.961259197884615 -0.950240269807692 -0.961259197884615 -0.950240269807692 -0.975074884038462 -0.969656255576923 -0.927476044615385 -0.919554263846154 -0.977293053461538 -0.972439945384615 -0.980860638269231 -0.948991340384615 -0.955397699230769 -0.988128511346154 -0.947097039423077 -0.936369285576923 0.101662799284615 0.0125219422557692 0.0919991119209615 -0.975972153846154 -0.9637600525 -0.974702312692308 -0.979826358076923 -0.966052643461539 -0.981164718846154 0.26127984875 -0.115237463923077 0.0216566869903846 -0.9315212575 -0.962462372884615 -0.966523697692308 -0.930516312884615 -0.959522457115385 -0.969400454615385 -0.218219917321154 -0.150045142980769 -0.0924100750369231 -0.9562987225 -0.953931637307692 0.0682058976519231 -0.969733613076923 -0.968647737115385 0.263643892078846 -0.943158992884615 -0.919932417115385 -0.180820250842308 -0.972868615576923 -0.973577499615385 0.117090023578846 -0.000515117532692308 0.0414546604063462 -0.00194267223076923 0.0739144901346154 -0.80703159 0.1293834754 0.0345584909865385
2 "WALKING" 0.278065752040816 -0.0183168014759184 -0.110360236836735 -0.212057522510204 -0.0776065848571429 -0.400984403877551 0.955578596938775 -0.101782432938776 0.0524140080612245 -0.976198294693878 -0.973423003061225 -0.95877155 0.0801774352489796 0.0166989734510204 -0.0182037049918367 -0.0747376839591837 -0.0127815693408163 -0.542622151020408 0.0076809920244898 -0.0778225116455714 0.0971994122071429 -0.462407900816327 -0.295665396326531 -0.257170194306122 -0.116115973479592 -0.0502101196918367 -0.0665059010816327 -0.404751645102041 -0.563126223061225 -0.394225534897959 -0.158862867544898 -0.232257665746939 -0.158862867544898 -0.232257665746939 -0.175564700526714 -0.0134062133387755 -0.22045853977551 -0.447214445714286 -0.489449879387755 -0.552233653061225 -0.141211950857143 -0.0192379013183673 -0.426760086122449 -0.242926553326531 -0.16963686864898 -0.434848160816327 -0.217752656538776 0.200654180938776 0.181515980742857 -0.129584857589796 -0.0556980663238775 -0.497981402857143 -0.1004812484 -0.0343099729387755 -0.586516735714286 -0.237871978312245 -0.184996387863469 -0.0410090629591837 -0.336858362653061 -0.394614921020408 -0.194806552808163 -0.503044203469388 -0.246317759877551 -0.347210986326531 -0.0766967592408163 -0.186756916234694 -0.106269201530612 -0.14562991342449 -0.405840770816327 0.201708678010204 -0.0202446345510204 -0.0132045558585714 -0.0163950794285714 -0.461618031836735 -0.533907561836735 0.123688763263265 -0.560626083673469 -0.572780105102041 0.0153752649408163 -0.0170289609387755 -0.0276942375102041 -0.114835937559184 0.0565692974857143 -0.834599334081633 0.153486725081633 -0.0148238957469388
